SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP89	JVD89	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD89_S91_L002_R1_001.fastq.gz	JVD89_S91_L002_R2_001.fastq.gz	JVD89_S155_L004_R1_001.fastq.gz	JVD89_S155_L004_R2_001.fastq.gz	JVD89_S62_L003_R1_001.fastq.gz	JVD89_S62_L003_R2_001.fastq.gz	JVD89_S62_L002_R1_001.fastq.gz	JVD89_S62_L002_R2_001.fastq.gz	JVD89_S62_L001_R1_001.fastq.gz	JVD89_S62_L001_R2_001.fastq.gz		
JEP90	JVD90	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD90_S92_L002_R1_001.fastq.gz	JVD90_S92_L002_R2_001.fastq.gz	JVD90_S156_L004_R1_001.fastq.gz	JVD90_S156_L004_R2_001.fastq.gz	JVD90_S63_L003_R1_001.fastq.gz	JVD90_S63_L003_R2_001.fastq.gz	JVD90_S63_L002_R1_001.fastq.gz	JVD90_S63_L002_R2_001.fastq.gz	JVD90_S63_L001_R1_001.fastq.gz	JVD90_S63_L001_R2_001.fastq.gz		
JEP91	JVD91	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD91_S93_L002_R1_001.fastq.gz	JVD91_S93_L002_R2_001.fastq.gz	JVD91_S157_L004_R1_001.fastq.gz	JVD91_S157_L004_R2_001.fastq.gz	JVD91_S64_L003_R1_001.fastq.gz	JVD91_S64_L003_R2_001.fastq.gz	JVD91_S64_L002_R1_001.fastq.gz	JVD91_S64_L002_R2_001.fastq.gz	JVD91_S64_L001_R1_001.fastq.gz	JVD91_S64_L001_R2_001.fastq.gz		
JEP92	JVD92	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD92_S94_L002_R1_001.fastq.gz	JVD92_S94_L002_R2_001.fastq.gz	JVD92_S158_L004_R1_001.fastq.gz	JVD92_S158_L004_R2_001.fastq.gz	JVD92_S65_L003_R1_001.fastq.gz	JVD92_S65_L003_R2_001.fastq.gz	JVD92_S65_L002_R1_001.fastq.gz	JVD92_S65_L002_R2_001.fastq.gz	JVD92_S65_L001_R1_001.fastq.gz	JVD92_S65_L001_R2_001.fastq.gz		
JEP93	JVD93	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD93_S95_L002_R1_001.fastq.gz	JVD93_S95_L002_R2_001.fastq.gz	JVD93_S159_L004_R1_001.fastq.gz	JVD93_S159_L004_R2_001.fastq.gz	JVD93_S66_L003_R1_001.fastq.gz	JVD93_S66_L003_R2_001.fastq.gz	JVD93_S66_L002_R1_001.fastq.gz	JVD93_S66_L002_R2_001.fastq.gz	JVD93_S66_L001_R1_001.fastq.gz	JVD93_S66_L001_R2_001.fastq.gz		
JEP94	JVD94	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD94_S96_L002_R1_001.fastq.gz	JVD94_S96_L002_R2_001.fastq.gz	JVD94_S160_L004_R1_001.fastq.gz	JVD94_S160_L004_R2_001.fastq.gz	JVD94_S67_L003_R1_001.fastq.gz	JVD94_S67_L003_R2_001.fastq.gz	JVD94_S67_L002_R1_001.fastq.gz	JVD94_S67_L002_R2_001.fastq.gz	JVD94_S67_L001_R1_001.fastq.gz	JVD94_S67_L001_R2_001.fastq.gz		
JEP95	JVD95	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD95_S97_L002_R1_001.fastq.gz	JVD95_S97_L002_R2_001.fastq.gz	JVD95_S161_L004_R1_001.fastq.gz	JVD95_S161_L004_R2_001.fastq.gz	JVD95_S68_L003_R1_001.fastq.gz	JVD95_S68_L003_R2_001.fastq.gz	JVD95_S68_L002_R1_001.fastq.gz	JVD95_S68_L002_R2_001.fastq.gz	JVD95_S68_L001_R1_001.fastq.gz	JVD95_S68_L001_R2_001.fastq.gz		
JEP96	JVD96	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD96_S98_L002_R1_001.fastq.gz	JVD96_S98_L002_R2_001.fastq.gz	JVD96_S162_L004_R1_001.fastq.gz	JVD96_S162_L004_R2_001.fastq.gz	JVD96_S69_L003_R1_001.fastq.gz	JVD96_S69_L003_R2_001.fastq.gz	JVD96_S69_L002_R1_001.fastq.gz	JVD96_S69_L002_R2_001.fastq.gz	JVD96_S69_L001_R1_001.fastq.gz	JVD96_S69_L001_R2_001.fastq.gz		
JEP97	JVD97	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD97_S99_L002_R1_001.fastq.gz	JVD97_S99_L002_R2_001.fastq.gz	JVD97_S163_L004_R1_001.fastq.gz	JVD97_S163_L004_R2_001.fastq.gz	JVD97_S70_L003_R1_001.fastq.gz	JVD97_S70_L003_R2_001.fastq.gz	JVD97_S70_L002_R1_001.fastq.gz	JVD97_S70_L002_R2_001.fastq.gz	JVD97_S70_L001_R1_001.fastq.gz	JVD97_S70_L001_R2_001.fastq.gz		
JEP98	JVD98	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD98_S100_L002_R1_001.fastq.gz	JVD98_S100_L002_R2_001.fastq.gz	JVD98_S164_L004_R1_001.fastq.gz	JVD98_S164_L004_R2_001.fastq.gz	JVD98_S71_L003_R1_001.fastq.gz	JVD98_S71_L003_R2_001.fastq.gz	JVD98_S71_L002_R1_001.fastq.gz	JVD98_S71_L002_R2_001.fastq.gz	JVD98_S71_L001_R1_001.fastq.gz	JVD98_S71_L001_R2_001.fastq.gz		
JEP99	JVD99	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD99_S101_L002_R1_001.fastq.gz	JVD99_S101_L002_R2_001.fastq.gz	JVD99_S165_L004_R1_001.fastq.gz	JVD99_S165_L004_R2_001.fastq.gz	JVD99_S72_L003_R1_001.fastq.gz	JVD99_S72_L003_R2_001.fastq.gz	JVD99_S72_L002_R1_001.fastq.gz	JVD99_S72_L002_R2_001.fastq.gz	JVD99_S72_L001_R1_001.fastq.gz	JVD99_S72_L001_R2_001.fastq.gz		
JEP100	FJVN100	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN100_S251_L002_R1_001.fastq.gz	FJVN100_S251_L002_R2_001.fastq.gz	FJVN100_S315_L004_R1_001.fastq.gz	FJVN100_S315_L004_R2_001.fastq.gz	FJVN100_S222_L003_R1_001.fastq.gz	FJVN100_S222_L003_R2_001.fastq.gz	FJVN100_S222_L002_R1_001.fastq.gz	FJVN100_S222_L002_R2_001.fastq.gz	FJVN100_S222_L001_R1_001.fastq.gz	FJVN100_S222_L001_R2_001.fastq.gz		
JEP101	FJVN101	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN101_S252_L002_R1_001.fastq.gz	FJVN101_S252_L002_R2_001.fastq.gz	FJVN101_S316_L004_R1_001.fastq.gz	FJVN101_S316_L004_R2_001.fastq.gz	FJVN101_S223_L003_R1_001.fastq.gz	FJVN101_S223_L003_R2_001.fastq.gz	FJVN101_S223_L002_R1_001.fastq.gz	FJVN101_S223_L002_R2_001.fastq.gz	FJVN101_S223_L001_R1_001.fastq.gz	FJVN101_S223_L001_R2_001.fastq.gz		
JEP102	FJVN102	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN102_S253_L002_R1_001.fastq.gz	FJVN102_S253_L002_R2_001.fastq.gz	FJVN102_S317_L004_R1_001.fastq.gz	FJVN102_S317_L004_R2_001.fastq.gz	FJVN102_S224_L003_R1_001.fastq.gz	FJVN102_S224_L003_R2_001.fastq.gz	FJVN102_S224_L002_R1_001.fastq.gz	FJVN102_S224_L002_R2_001.fastq.gz	FJVN102_S224_L001_R1_001.fastq.gz	FJVN102_S224_L001_R2_001.fastq.gz		
JEP103	FJVN103	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN103_S254_L002_R1_001.fastq.gz	FJVN103_S254_L002_R2_001.fastq.gz	FJVN103_S318_L004_R1_001.fastq.gz	FJVN103_S318_L004_R2_001.fastq.gz	FJVN103_S225_L003_R1_001.fastq.gz	FJVN103_S225_L003_R2_001.fastq.gz	FJVN103_S225_L002_R1_001.fastq.gz	FJVN103_S225_L002_R2_001.fastq.gz	FJVN103_S225_L001_R1_001.fastq.gz	FJVN103_S225_L001_R2_001.fastq.gz		
JEP104	FJVN104	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN104_S255_L002_R1_001.fastq.gz	FJVN104_S255_L002_R2_001.fastq.gz	FJVN104_S319_L004_R1_001.fastq.gz	FJVN104_S319_L004_R2_001.fastq.gz	FJVN104_S226_L003_R1_001.fastq.gz	FJVN104_S226_L003_R2_001.fastq.gz	FJVN104_S226_L002_R1_001.fastq.gz	FJVN104_S226_L002_R2_001.fastq.gz	FJVN104_S226_L001_R1_001.fastq.gz	FJVN104_S226_L001_R2_001.fastq.gz		
JEP115	FJVN115	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN115_S256_L002_R1_001.fastq.gz	FJVN115_S256_L002_R2_001.fastq.gz	FJVN115_S320_L004_R1_001.fastq.gz	FJVN115_S320_L004_R2_001.fastq.gz	FJVN115_S227_L003_R1_001.fastq.gz	FJVN115_S227_L003_R2_001.fastq.gz	FJVN115_S227_L002_R1_001.fastq.gz	FJVN115_S227_L002_R2_001.fastq.gz	FJVN115_S227_L001_R1_001.fastq.gz	FJVN115_S227_L001_R2_001.fastq.gz	FJVN115_S312_L001_R1_001.fastq.gz	FJVN115_S312_L001_R2_001.fastq.gz
JEP116	FJVN116	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN116_S257_L002_R1_001.fastq.gz	FJVN116_S257_L002_R2_001.fastq.gz	FJVN116_S321_L004_R1_001.fastq.gz	FJVN116_S321_L004_R2_001.fastq.gz	FJVN116_S228_L003_R1_001.fastq.gz	FJVN116_S228_L003_R2_001.fastq.gz	FJVN116_S228_L002_R1_001.fastq.gz	FJVN116_S228_L002_R2_001.fastq.gz	FJVN116_S228_L001_R1_001.fastq.gz	FJVN116_S228_L001_R2_001.fastq.gz	FJVN116_S260_L001_R1_001.fastq.gz	FJVN116_S260_L001_R2_001.fastq.gz
JEP117	FJVN117	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN117_S258_L002_R1_001.fastq.gz	FJVN117_S258_L002_R2_001.fastq.gz	FJVN117_S322_L004_R1_001.fastq.gz	FJVN117_S322_L004_R2_001.fastq.gz	FJVN117_S229_L003_R1_001.fastq.gz	FJVN117_S229_L003_R2_001.fastq.gz	FJVN117_S229_L002_R1_001.fastq.gz	FJVN117_S229_L002_R2_001.fastq.gz	FJVN117_S229_L001_R1_001.fastq.gz	FJVN117_S229_L001_R2_001.fastq.gz		
JEP118	FJVN118	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN118_S259_L002_R1_001.fastq.gz	FJVN118_S259_L002_R2_001.fastq.gz	FJVN118_S323_L004_R1_001.fastq.gz	FJVN118_S323_L004_R2_001.fastq.gz	FJVN118_S230_L003_R1_001.fastq.gz	FJVN118_S230_L003_R2_001.fastq.gz	FJVN118_S230_L002_R1_001.fastq.gz	FJVN118_S230_L002_R2_001.fastq.gz	FJVN118_S230_L001_R1_001.fastq.gz	FJVN118_S230_L001_R2_001.fastq.gz		
JEP67	FJVN67	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN67_S236_L002_R1_001.fastq.gz	FJVN67_S236_L002_R2_001.fastq.gz	FJVN67_S300_L004_R1_001.fastq.gz	FJVN67_S300_L004_R2_001.fastq.gz	FJVN67_S207_L003_R1_001.fastq.gz	FJVN67_S207_L003_R2_001.fastq.gz	FJVN67_S207_L002_R1_001.fastq.gz	FJVN67_S207_L002_R2_001.fastq.gz	FJVN67_S207_L001_R1_001.fastq.gz	FJVN67_S207_L001_R2_001.fastq.gz	FJVN67_S345_L001_R1_001.fastq.gz	FJVN67_S345_L001_R2_001.fastq.gz
JEP68	FJVN68	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN68_S237_L002_R1_001.fastq.gz	FJVN68_S237_L002_R2_001.fastq.gz	FJVN68_S301_L004_R1_001.fastq.gz	FJVN68_S301_L004_R2_001.fastq.gz	FJVN68_S208_L003_R1_001.fastq.gz	FJVN68_S208_L003_R2_001.fastq.gz	FJVN68_S208_L002_R1_001.fastq.gz	FJVN68_S208_L002_R2_001.fastq.gz	FJVN68_S208_L001_R1_001.fastq.gz	FJVN68_S208_L001_R2_001.fastq.gz	FJVN68_S330_L001_R1_001.fastq.gz	FJVN68_S330_L001_R2_001.fastq.gz
JEP69	FJVN69	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN69_S238_L002_R1_001.fastq.gz	FJVN69_S238_L002_R2_001.fastq.gz	FJVN69_S302_L004_R1_001.fastq.gz	FJVN69_S302_L004_R2_001.fastq.gz	FJVN69_S209_L003_R1_001.fastq.gz	FJVN69_S209_L003_R2_001.fastq.gz	FJVN69_S209_L002_R1_001.fastq.gz	FJVN69_S209_L002_R2_001.fastq.gz	FJVN69_S209_L001_R1_001.fastq.gz	FJVN69_S209_L001_R2_001.fastq.gz	FJVN69_S309_L001_R1_001.fastq.gz	FJVN69_S309_L001_R2_001.fastq.gz
JEP70	FJVN70	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN70_S239_L002_R1_001.fastq.gz	FJVN70_S239_L002_R2_001.fastq.gz	FJVN70_S303_L004_R1_001.fastq.gz	FJVN70_S303_L004_R2_001.fastq.gz	FJVN70_S210_L003_R1_001.fastq.gz	FJVN70_S210_L003_R2_001.fastq.gz	FJVN70_S210_L002_R1_001.fastq.gz	FJVN70_S210_L002_R2_001.fastq.gz	FJVN70_S210_L001_R1_001.fastq.gz	FJVN70_S210_L001_R2_001.fastq.gz		
JEP81	FJVN81	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN81_S240_L002_R1_001.fastq.gz	FJVN81_S240_L002_R2_001.fastq.gz	FJVN81_S304_L004_R1_001.fastq.gz	FJVN81_S304_L004_R2_001.fastq.gz	FJVN81_S211_L003_R1_001.fastq.gz	FJVN81_S211_L003_R2_001.fastq.gz	FJVN81_S211_L002_R1_001.fastq.gz	FJVN81_S211_L002_R2_001.fastq.gz	FJVN81_S211_L001_R1_001.fastq.gz	FJVN81_S211_L001_R2_001.fastq.gz		
JEP82	FJVN82	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN82_S241_L002_R1_001.fastq.gz	FJVN82_S241_L002_R2_001.fastq.gz	FJVN82_S305_L004_R1_001.fastq.gz	FJVN82_S305_L004_R2_001.fastq.gz	FJVN82_S212_L003_R1_001.fastq.gz	FJVN82_S212_L003_R2_001.fastq.gz	FJVN82_S212_L002_R1_001.fastq.gz	FJVN82_S212_L002_R2_001.fastq.gz	FJVN82_S212_L001_R1_001.fastq.gz	FJVN82_S212_L001_R2_001.fastq.gz		
JEP83	FJVN83	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN83_S242_L002_R1_001.fastq.gz	FJVN83_S242_L002_R2_001.fastq.gz	FJVN83_S306_L004_R1_001.fastq.gz	FJVN83_S306_L004_R2_001.fastq.gz	FJVN83_S213_L003_R1_001.fastq.gz	FJVN83_S213_L003_R2_001.fastq.gz	FJVN83_S213_L002_R1_001.fastq.gz	FJVN83_S213_L002_R2_001.fastq.gz	FJVN83_S213_L001_R1_001.fastq.gz	FJVN83_S213_L001_R2_001.fastq.gz		
JEP84	FJVN84	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN84_S243_L002_R1_001.fastq.gz	FJVN84_S243_L002_R2_001.fastq.gz	FJVN84_S307_L004_R1_001.fastq.gz	FJVN84_S307_L004_R2_001.fastq.gz	FJVN84_S214_L003_R1_001.fastq.gz	FJVN84_S214_L003_R2_001.fastq.gz	FJVN84_S214_L002_R1_001.fastq.gz	FJVN84_S214_L002_R2_001.fastq.gz	FJVN84_S214_L001_R1_001.fastq.gz	FJVN84_S214_L001_R2_001.fastq.gz		
JEP85	FJVN85	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN85_S244_L002_R1_001.fastq.gz	FJVN85_S244_L002_R2_001.fastq.gz	FJVN85_S308_L004_R1_001.fastq.gz	FJVN85_S308_L004_R2_001.fastq.gz	FJVN85_S215_L003_R1_001.fastq.gz	FJVN85_S215_L003_R2_001.fastq.gz	FJVN85_S215_L002_R1_001.fastq.gz	FJVN85_S215_L002_R2_001.fastq.gz	FJVN85_S215_L001_R1_001.fastq.gz	FJVN85_S215_L001_R2_001.fastq.gz		
JEP86	FJVN86	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN86_S245_L002_R1_001.fastq.gz	FJVN86_S245_L002_R2_001.fastq.gz	FJVN86_S309_L004_R1_001.fastq.gz	FJVN86_S309_L004_R2_001.fastq.gz	FJVN86_S216_L003_R1_001.fastq.gz	FJVN86_S216_L003_R2_001.fastq.gz	FJVN86_S216_L002_R1_001.fastq.gz	FJVN86_S216_L002_R2_001.fastq.gz	FJVN86_S216_L001_R1_001.fastq.gz	FJVN86_S216_L001_R2_001.fastq.gz		
JEP87	FJVN87	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN87_S246_L002_R1_001.fastq.gz	FJVN87_S246_L002_R2_001.fastq.gz	FJVN87_S310_L004_R1_001.fastq.gz	FJVN87_S310_L004_R2_001.fastq.gz	FJVN87_S217_L003_R1_001.fastq.gz	FJVN87_S217_L003_R2_001.fastq.gz	FJVN87_S217_L002_R1_001.fastq.gz	FJVN87_S217_L002_R2_001.fastq.gz	FJVN87_S217_L001_R1_001.fastq.gz	FJVN87_S217_L001_R2_001.fastq.gz		
JEP88	FJVN88	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN88_S247_L002_R1_001.fastq.gz	FJVN88_S247_L002_R2_001.fastq.gz	FJVN88_S311_L004_R1_001.fastq.gz	FJVN88_S311_L004_R2_001.fastq.gz	FJVN88_S218_L003_R1_001.fastq.gz	FJVN88_S218_L003_R2_001.fastq.gz	FJVN88_S218_L002_R1_001.fastq.gz	FJVN88_S218_L002_R2_001.fastq.gz	FJVN88_S218_L001_R1_001.fastq.gz	FJVN88_S218_L001_R2_001.fastq.gz		
JEP97	FJVN97	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN97_S248_L002_R1_001.fastq.gz	FJVN97_S248_L002_R2_001.fastq.gz	FJVN97_S312_L004_R1_001.fastq.gz	FJVN97_S312_L004_R2_001.fastq.gz	FJVN97_S219_L003_R1_001.fastq.gz	FJVN97_S219_L003_R2_001.fastq.gz	FJVN97_S219_L002_R1_001.fastq.gz	FJVN97_S219_L002_R2_001.fastq.gz	FJVN97_S219_L001_R1_001.fastq.gz	FJVN97_S219_L001_R2_001.fastq.gz		
JEP98	FJVN98	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN98_S249_L002_R1_001.fastq.gz	FJVN98_S249_L002_R2_001.fastq.gz	FJVN98_S313_L004_R1_001.fastq.gz	FJVN98_S313_L004_R2_001.fastq.gz	FJVN98_S220_L003_R1_001.fastq.gz	FJVN98_S220_L003_R2_001.fastq.gz	FJVN98_S220_L002_R1_001.fastq.gz	FJVN98_S220_L002_R2_001.fastq.gz	FJVN98_S220_L001_R1_001.fastq.gz	FJVN98_S220_L001_R2_001.fastq.gz		
JEP99	FJVN99	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of frozen soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	FJVN99_S250_L002_R1_001.fastq.gz	FJVN99_S250_L002_R2_001.fastq.gz	FJVN99_S314_L004_R1_001.fastq.gz	FJVN99_S314_L004_R2_001.fastq.gz	FJVN99_S221_L003_R1_001.fastq.gz	FJVN99_S221_L003_R2_001.fastq.gz	FJVN99_S221_L002_R1_001.fastq.gz	FJVN99_S221_L002_R2_001.fastq.gz	FJVN99_S221_L001_R1_001.fastq.gz	FJVN99_S221_L001_R2_001.fastq.gz		
JEP1	JVN1	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN1_S132_L002_R1_001.fastq.gz	JVN1_S132_L002_R2_001.fastq.gz	JVN1_S196_L004_R1_001.fastq.gz	JVN1_S196_L004_R2_001.fastq.gz	JVN1_S103_L003_R1_001.fastq.gz	JVN1_S103_L003_R2_001.fastq.gz	JVN1_S103_L002_R1_001.fastq.gz	JVN1_S103_L002_R2_001.fastq.gz	JVN1_S103_L001_R1_001.fastq.gz	JVN1_S103_L001_R2_001.fastq.gz		
